Ref_Date,GEO,GROUP,Vector,Coordinate,Value
2011/2012,Nova Scotia,"Other health, parks, recreation and fitness",v62427195,4.17,5963.000
2012/2013,Nova Scotia,"Other health, parks, recreation and fitness",v62427195,4.17,6215.000
2013/2014,Nova Scotia,"Other health, parks, recreation and fitness",v62427195,4.17,6456.000
2014/2015,Nova Scotia,"Other health, parks, recreation and fitness",v62427195,4.17,6694.000
2015/2016,Nova Scotia,"Other health, parks, recreation and fitness",v62427195,4.17,7069.000
2016/2017,Nova Scotia,"Other health, parks, recreation and fitness",v62427195,4.17,7385.000
2017/2018,Nova Scotia,"Other health, parks, recreation and fitness",v62427195,4.17,7690.000
2006/2007,New Brunswick,Education,v62427204,5.1,5088.000
2007/2008,New Brunswick,Education,v62427204,5.1,5266.000
2008/2009,New Brunswick,Education,v62427204,5.1,5293.000
2009/2010,New Brunswick,Education,v62427204,5.1,5292.000
2010/2011,New Brunswick,Education,v62427204,5.1,5292.000
2011/2012,New Brunswick,Education,v62427204,5.1,5490.000
2012/2013,New Brunswick,Education,v62427204,5.1,5646.000
2013/2014,New Brunswick,Education,v62427204,5.1,5832.000
2014/2015,New Brunswick,Education,v62427204,5.1,5958.000
2015/2016,New Brunswick,Education,v62427204,5.1,6047.000
2016/2017,New Brunswick,Education,v62427204,5.1,6308.000
2017/2018,New Brunswick,Education,v62427204,5.1,6458.000
2006/2007,New Brunswick,"Visual and performing arts, and communications technologies",v62427208,5.2,5723.000
2007/2008,New Brunswick,"Visual and performing arts, and communications technologies",v62427208,5.2,5968.000
2008/2009,New Brunswick,"Visual and performing arts, and communications technologies",v62427208,5.2,4920.000
2009/2010,New Brunswick,"Visual and performing arts, and communications technologies",v62427208,5.2,6048.000
2010/2011,New Brunswick,"Visual and performing arts, and communications technologies",v62427208,5.2,6048.000
2011/2012,New Brunswick,"Visual and performing arts, and communications technologies",v62427208,5.2,6247.000
2012/2013,New Brunswick,"Visual and performing arts, and communications technologies",v62427208,5.2,6272.000
2013/2014,New Brunswick,"Visual and performing arts, and communications technologies",v62427208,5.2,6485.000
2014/2015,New Brunswick,"Visual and performing arts, and communications technologies",v62427208,5.2,6692.000
2015/2016,New Brunswick,"Visual and performing arts, and communications technologies",v62427208,5.2,6624.000
2016/2017,New Brunswick,"Visual and performing arts, and communications technologies",v62427208,5.2,7004.000
2017/2018,New Brunswick,"Visual and performing arts, and communications technologies",v62427208,5.2,7192.000
2006/2007,New Brunswick,Humanities,v62427209,5.3,5609.000
2007/2008,New Brunswick,Humanities,v62427209,5.3,5739.000
2008/2009,New Brunswick,Humanities,v62427209,5.3,5331.000
2009/2010,New Brunswick,Humanities,v62427209,5.3,5324.000
2010/2011,New Brunswick,Humanities,v62427209,5.3,5842.000
2011/2012,New Brunswick,Humanities,v62427209,5.3,5524.000
2012/2013,New Brunswick,Humanities,v62427209,5.3,5742.000
2013/2014,New Brunswick,Humanities,v62427209,5.3,5913.000
2014/2015,New Brunswick,Humanities,v62427209,5.3,6179.000
2015/2016,New Brunswick,Humanities,v62427209,5.3,6319.000
2016/2017,New Brunswick,Humanities,v62427209,5.3,6665.000
2017/2018,New Brunswick,Humanities,v62427209,5.3,6905.000
2006/2007,New Brunswick,"Social and behavioural sciences, and legal studies",v62427210,5.4,5178.000
2007/2008,New Brunswick,"Social and behavioural sciences, and legal studies",v62427210,5.4,5333.000
2008/2009,New Brunswick,"Social and behavioural sciences, and legal studies",v62427210,5.4,5231.000
2009/2010,New Brunswick,"Social and behavioural sciences, and legal studies",v62427210,5.4,5329.000
2010/2011,New Brunswick,"Social and behavioural sciences, and legal studies",v62427210,5.4,5329.000
2011/2012,New Brunswick,"Social and behavioural sciences, and legal studies",v62427210,5.4,5528.000
2012/2013,New Brunswick,"Social and behavioural sciences, and legal studies",v62427210,5.4,5721.000
2013/2014,New Brunswick,"Social and behavioural sciences, and legal studies",v62427210,5.4,5891.000
2014/2015,New Brunswick,"Social and behavioural sciences, and legal studies",v62427210,5.4,6135.000
2015/2016,New Brunswick,"Social and behavioural sciences, and legal studies",v62427210,5.4,6268.000
2016/2017,New Brunswick,"Social and behavioural sciences, and legal studies",v62427210,5.4,6580.000
2017/2018,New Brunswick,"Social and behavioural sciences, and legal studies",v62427210,5.4,6828.000
2006/2007,New Brunswick,Law,v62427211,5.5,7218.000
2007/2008,New Brunswick,Law,v62427211,5.5,7821.000
2008/2009,New Brunswick,Law,v62427211,5.5,7807.000
2009/2010,New Brunswick,Law,v62427211,5.5,7844.000
2010/2011,New Brunswick,Law,v62427211,5.5,7844.000
2011/2012,New Brunswick,Law,v62427211,5.5,8043.000
2012/2013,New Brunswick,Law,v62427211,5.5,8331.000
2013/2014,New Brunswick,Law,v62427211,5.5,8376.000
2014/2015,New Brunswick,Law,v62427211,5.5,8646.000
2015/2016,New Brunswick,Law,v62427211,5.5,8693.000
2016/2017,New Brunswick,Law,v62427211,5.5,8913.000
2017/2018,New Brunswick,Law,v62427211,5.5,9119.000
2006/2007,New Brunswick,"Business, management and public administration",v62427212,5.6,5233.000
2007/2008,New Brunswick,"Business, management and public administration",v62427212,5.6,5350.000
2008/2009,New Brunswick,"Business, management and public administration",v62427212,5.6,5394.000
2009/2010,New Brunswick,"Business, management and public administration",v62427212,5.6,5398.000
2010/2011,New Brunswick,"Business, management and public administration",v62427212,5.6,5452.000
2011/2012,New Brunswick,"Business, management and public administration",v62427212,5.6,5700.000
2012/2013,New Brunswick,"Business, management and public administration",v62427212,5.6,5941.000
2013/2014,New Brunswick,"Business, management and public administration",v62427212,5.6,6109.000
2014/2015,New Brunswick,"Business, management and public administration",v62427212,5.6,6294.000
2015/2016,New Brunswick,"Business, management and public administration",v62427212,5.6,6315.000
2016/2017,New Brunswick,"Business, management and public administration",v62427212,5.6,6653.000
2017/2018,New Brunswick,"Business, management and public administration",v62427212,5.6,6804.000
2006/2007,New Brunswick,Physical and life sciences and technologies,v62427213,5.7,5645.000
2007/2008,New Brunswick,Physical and life sciences and technologies,v62427213,5.7,5804.000
2008/2009,New Brunswick,Physical and life sciences and technologies,v62427213,5.7,5811.000
2009/2010,New Brunswick,Physical and life sciences and technologies,v62427213,5.7,5836.000
2010/2011,New Brunswick,Physical and life sciences and technologies,v62427213,5.7,5836.000
2011/2012,New Brunswick,Physical and life sciences and technologies,v62427213,5.7,6036.000
2012/2013,New Brunswick,Physical and life sciences and technologies,v62427213,5.7,6286.000
2013/2014,New Brunswick,Physical and life sciences and technologies,v62427213,5.7,6425.000
2014/2015,New Brunswick,Physical and life sciences and technologies,v62427213,5.7,6649.000
2015/2016,New Brunswick,Physical and life sciences and technologies,v62427213,5.7,6622.000
2016/2017,New Brunswick,Physical and life sciences and technologies,v62427213,5.7,6957.000
2017/2018,New Brunswick,Physical and life sciences and technologies,v62427213,5.7,7128.000
2006/2007,New Brunswick,"Mathematics, computer and information sciences",v62427214,5.8,5365.000
2007/2008,New Brunswick,"Mathematics, computer and information sciences",v62427214,5.8,5457.000
2008/2009,New Brunswick,"Mathematics, computer and information sciences",v62427214,5.8,5501.000
2009/2010,New Brunswick,"Mathematics, computer and information sciences",v62427214,5.8,5502.000
2010/2011,New Brunswick,"Mathematics, computer and information sciences",v62427214,5.8,5502.000
2011/2012,New Brunswick,"Mathematics, computer and information sciences",v62427214,5.8,5701.000
2012/2013,New Brunswick,"Mathematics, computer and information sciences",v62427214,5.8,5887.000
2013/2014,New Brunswick,"Mathematics, computer and information sciences",v62427214,5.8,6073.000
2014/2015,New Brunswick,"Mathematics, computer and information sciences",v62427214,5.8,6255.000
2015/2016,New Brunswick,"Mathematics, computer and information sciences",v62427214,5.8,6265.000
2016/2017,New Brunswick,"Mathematics, computer and information sciences",v62427214,5.8,6550.000
2017/2018,New Brunswick,"Mathematics, computer and information sciences",v62427214,5.8,6687.000
2006/2007,New Brunswick,Engineering,v62427215,5.9,5804.000
2007/2008,New Brunswick,Engineering,v62427215,5.9,6183.000
2008/2009,New Brunswick,Engineering,v62427215,5.9,6161.000
2009/2010,New Brunswick,Engineering,v62427215,5.9,6190.000
2010/2011,New Brunswick,Engineering,v62427215,5.9,6190.000
2011/2012,New Brunswick,Engineering,v62427215,5.9,6389.000
2012/2013,New Brunswick,Engineering,v62427215,5.9,6540.000
2013/2014,New Brunswick,Engineering,v62427215,5.9,6698.000
2014/2015,New Brunswick,Engineering,v62427215,5.9,6472.000
2015/2016,New Brunswick,Engineering,v62427215,5.9,6697.000
2016/2017,New Brunswick,Engineering,v62427215,5.9,7228.000
2017/2018,New Brunswick,Engineering,v62427215,5.9,7356.000
2006/2007,New Brunswick,"Agriculture, natural resources and conservation",v62427205,5.11,4735.000
2007/2008,New Brunswick,"Agriculture, natural resources and conservation",v62427205,5.11,5612.000
2008/2009,New Brunswick,"Agriculture, natural resources and conservation",v62427205,5.11,4920.000
2009/2010,New Brunswick,"Agriculture, natural resources and conservation",v62427205,5.11,5346.000
2010/2011,New Brunswick,"Agriculture, natural resources and conservation",v62427205,5.11,5346.000
2011/2012,New Brunswick,"Agriculture, natural resources and conservation",v62427205,5.11,5545.000
2012/2013,New Brunswick,"Agriculture, natural resources and conservation",v62427205,5.11,6094.000
2013/2014,New Brunswick,"Agriculture, natural resources and conservation",v62427205,5.11,6296.000
2014/2015,New Brunswick,"Agriculture, natural resources and conservation",v62427205,5.11,6463.000
2015/2016,New Brunswick,"Agriculture, natural resources and conservation",v62427205,5.11,6456.000
2016/2017,New Brunswick,"Agriculture, natural resources and conservation",v62427205,5.11,6712.000
2017/2018,New Brunswick,"Agriculture, natural resources and conservation",v62427205,5.11,6857.000
2007/2008,New Brunswick,Nursing,v62427206,5.14,5211.000
2008/2009,New Brunswick,Nursing,v62427206,5.14,5255.000
2009/2010,New Brunswick,Nursing,v62427206,5.14,5268.000
2010/2011,New Brunswick,Nursing,v62427206,5.14,5268.000
2011/2012,New Brunswick,Nursing,v62427206,5.14,5466.000
2012/2013,New Brunswick,Nursing,v62427206,5.14,5654.000
2013/2014,New Brunswick,Nursing,v62427206,5.14,5805.000
2014/2015,New Brunswick,Nursing,v62427206,5.14,5980.000
2015/2016,New Brunswick,Nursing,v62427206,5.14,5969.000
2016/2017,New Brunswick,Nursing,v62427206,5.14,6200.000
2017/2018,New Brunswick,Nursing,v62427206,5.14,6324.000
2006/2007,New Brunswick,"Other health, parks, recreation and fitness",v62427207,5.17,5421.000
2007/2008,New Brunswick,"Other health, parks, recreation and fitness",v62427207,5.17,5163.000
2008/2009,New Brunswick,"Other health, parks, recreation and fitness",v62427207,5.17,5155.000
2009/2010,New Brunswick,"Other health, parks, recreation and fitness",v62427207,5.17,5198.000
2010/2011,New Brunswick,"Other health, parks, recreation and fitness",v62427207,5.17,5198.000
2011/2012,New Brunswick,"Other health, parks, recreation and fitness",v62427207,5.17,5397.000
2012/2013,New Brunswick,"Other health, parks, recreation and fitness",v62427207,5.17,5581.000
2013/2014,New Brunswick,"Other health, parks, recreation and fitness",v62427207,5.17,5733.000
2014/2015,New Brunswick,"Other health, parks, recreation and fitness",v62427207,5.17,5938.000
2015/2016,New Brunswick,"Other health, parks, recreation and fitness",v62427207,5.17,5937.000
2016/2017,New Brunswick,"Other health, parks, recreation and fitness",v62427207,5.17,6123.000
2017/2018,New Brunswick,"Other health, parks, recreation and fitness",v62427207,5.17,6246.000
2006/2007,Quebec,Education,v62427216,6.1,1763.000
2007/2008,Quebec,Education,v62427216,6.1,1879.000
2008/2009,Quebec,Education,v62427216,6.1,1984.000
2009/2010,Quebec,Education,v62427216,6.1,2082.000
2010/2011,Quebec,Education,v62427216,6.1,2184.000
2011/2012,Quebec,Education,v62427216,6.1,2287.000
2012/2013,Quebec,Education,v62427216,6.1,2303.000
2013/2014,Quebec,Education,v62427216,6.1,2374.000
2014/2015,Quebec,Education,v62427216,6.1,2410.000
2015/2016,Quebec,Education,v62427216,6.1,2435.000
2016/2017,Quebec,Education,v62427216,6.1,2454.000
2017/2018,Quebec,Education,v62427216,6.1,2518.000
2006/2007,Quebec,"Visual and performing arts, and communications technologies",v62427225,6.2,2131.000
2007/2008,Quebec,"Visual and performing arts, and communications technologies",v62427225,6.2,2254.000
2008/2009,Quebec,"Visual and performing arts, and communications technologies",v62427225,6.2,2407.000
2009/2010,Quebec,"Visual and performing arts, and communications technologies",v62427225,6.2,2586.000
2010/2011,Quebec,"Visual and performing arts, and communications technologies",v62427225,6.2,2698.000
2011/2012,Quebec,"Visual and performing arts, and communications technologies",v62427225,6.2,2811.000
2012/2013,Quebec,"Visual and performing arts, and communications technologies",v62427225,6.2,2807.000
2013/2014,Quebec,"Visual and performing arts, and communications technologies",v62427225,6.2,2921.000
2014/2015,Quebec,"Visual and performing arts, and communications technologies",v62427225,6.2,2945.000
2015/2016,Quebec,"Visual and performing arts, and communications technologies",v62427225,6.2,3069.000
2016/2017,Quebec,"Visual and performing arts, and communications technologies",v62427225,6.2,3218.000
2017/2018,Quebec,"Visual and performing arts, and communications technologies",v62427225,6.2,3299.000
2006/2007,Quebec,Humanities,v62427226,6.3,2404.000
2007/2008,Quebec,Humanities,v62427226,6.3,2255.000
2008/2009,Quebec,Humanities,v62427226,6.3,2455.000
2009/2010,Quebec,Humanities,v62427226,6.3,2616.000
2010/2011,Quebec,Humanities,v62427226,6.3,2728.000
2011/2012,Quebec,Humanities,v62427226,6.3,2843.000
2012/2013,Quebec,Humanities,v62427226,6.3,3229.000
2013/2014,Quebec,Humanities,v62427226,6.3,3320.000
2014/2015,Quebec,Humanities,v62427226,6.3,3478.000
2015/2016,Quebec,Humanities,v62427226,6.3,3583.000
2016/2017,Quebec,Humanities,v62427226,6.3,3680.000
2017/2018,Quebec,Humanities,v62427226,6.3,3772.000
2006/2007,Quebec,"Social and behavioural sciences, and legal studies",v62427227,6.4,2028.000
2007/2008,Quebec,"Social and behavioural sciences, and legal studies",v62427227,6.4,2195.000
2008/2009,Quebec,"Social and behavioural sciences, and legal studies",v62427227,6.4,2257.000
2009/2010,Quebec,"Social and behavioural sciences, and legal studies",v62427227,6.4,2410.000
2010/2011,Quebec,"Social and behavioural sciences, and legal studies",v62427227,6.4,2518.000
2011/2012,Quebec,"Social and behavioural sciences, and legal studies",v62427227,6.4,2629.000
2012/2013,Quebec,"Social and behavioural sciences, and legal studies",v62427227,6.4,2627.000
2013/2014,Quebec,"Social and behavioural sciences, and legal studies",v62427227,6.4,2735.000
2014/2015,Quebec,"Social and behavioural sciences, and legal studies",v62427227,6.4,2836.000
2015/2016,Quebec,"Social and behavioural sciences, and legal studies",v62427227,6.4,2883.000
2016/2017,Quebec,"Social and behavioural sciences, and legal studies",v62427227,6.4,2895.000
2017/2018,Quebec,"Social and behavioural sciences, and legal studies",v62427227,6.4,2968.000
2006/2007,Quebec,Law,v62427228,6.5,1997.000
2007/2008,Quebec,Law,v62427228,6.5,2028.000
2008/2009,Quebec,Law,v62427228,6.5,2156.000
2009/2010,Quebec,Law,v62427228,6.5,2254.000
2010/2011,Quebec,Law,v62427228,6.5,2330.000
2011/2012,Quebec,Law,v62427228,6.5,2435.000
2012/2013,Quebec,Law,v62427228,6.5,2436.000
2013/2014,Quebec,Law,v62427228,6.5,2518.000
2014/2015,Quebec,Law,v62427228,6.5,2593.000
2015/2016,Quebec,Law,v62427228,6.5,2716.000
2016/2017,Quebec,Law,v62427228,6.5,2842.000
2017/2018,Quebec,Law,v62427228,6.5,2917.000
2006/2007,Quebec,"Business, management and public administration",v62427229,6.6,1739.000
2007/2008,Quebec,"Business, management and public administration",v62427229,6.6,2006.000
2008/2009,Quebec,"Business, management and public administration",v62427229,6.6,2153.000
2009/2010,Quebec,"Business, management and public administration",v62427229,6.6,2206.000
2010/2011,Quebec,"Business, management and public administration",v62427229,6.6,2308.000
2011/2012,Quebec,"Business, management and public administration",v62427229,6.6,2411.000
2012/2013,Quebec,"Business, management and public administration",v62427229,6.6,2404.000
2013/2014,Quebec,"Business, management and public administration",v62427229,6.6,2492.000
2014/2015,Quebec,"Business, management and public administration",v62427229,6.6,2641.000
2015/2016,Quebec,"Business, management and public administration",v62427229,6.6,2677.000
2016/2017,Quebec,"Business, management and public administration",v62427229,6.6,2662.000
2017/2018,Quebec,"Business, management and public administration",v62427229,6.6,2731.000
2006/2007,Quebec,Physical and life sciences and technologies,v62427230,6.7,2033.000
2007/2008,Quebec,Physical and life sciences and technologies,v62427230,6.7,2182.000
2008/2009,Quebec,Physical and life sciences and technologies,v62427230,6.7,2270.000
2009/2010,Quebec,Physical and life sciences and technologies,v62427230,6.7,2399.000
2010/2011,Quebec,Physical and life sciences and technologies,v62427230,6.7,2462.000
2011/2012,Quebec,Physical and life sciences and technologies,v62427230,6.7,2615.000
2012/2013,Quebec,Physical and life sciences and technologies,v62427230,6.7,2706.000
2013/2014,Quebec,Physical and life sciences and technologies,v62427230,6.7,2843.000
2014/2015,Quebec,Physical and life sciences and technologies,v62427230,6.7,2975.000
2015/2016,Quebec,Physical and life sciences and technologies,v62427230,6.7,3055.000
2016/2017,Quebec,Physical and life sciences and technologies,v62427230,6.7,3052.000
2017/2018,Quebec,Physical and life sciences and technologies,v62427230,6.7,3128.000
2006/2007,Quebec,"Mathematics, computer and information sciences",v62427231,6.8,1820.000
2007/2008,Quebec,"Mathematics, computer and information sciences",v62427231,6.8,1959.000
2008/2009,Quebec,"Mathematics, computer and information sciences",v62427231,6.8,2066.000
2009/2010,Quebec,"Mathematics, computer and information sciences",v62427231,6.8,2179.000
2010/2011,Quebec,"Mathematics, computer and information sciences",v62427231,6.8,2263.000
2011/2012,Quebec,"Mathematics, computer and information sciences",v62427231,6.8,2385.000
2012/2013,Quebec,"Mathematics, computer and information sciences",v62427231,6.8,2404.000
2013/2014,Quebec,"Mathematics, computer and information sciences",v62427231,6.8,2501.000
2014/2015,Quebec,"Mathematics, computer and information sciences",v62427231,6.8,2646.000
2015/2016,Quebec,"Mathematics, computer and information sciences",v62427231,6.8,2781.000
2016/2017,Quebec,"Mathematics, computer and information sciences",v62427231,6.8,2866.000
2017/2018,Quebec,"Mathematics, computer and information sciences",v62427231,6.8,2939.000
2006/2007,Quebec,Engineering,v62427232,6.9,1717.000
2007/2008,Quebec,Engineering,v62427232,6.9,1828.000
2008/2009,Quebec,Engineering,v62427232,6.9,1948.000
2009/2010,Quebec,Engineering,v62427232,6.9,2231.000
2010/2011,Quebec,Engineering,v62427232,6.9,2336.000
2011/2012,Quebec,Engineering,v62427232,6.9,2440.000
2012/2013,Quebec,Engineering,v62427232,6.9,2450.000
2013/2014,Quebec,Engineering,v62427232,6.9,2540.000
2014/2015,Quebec,Engineering,v62427232,6.9,2638.000
2015/2016,Quebec,Engineering,v62427232,6.9,2702.000
2016/2017,Quebec,Engineering,v62427232,6.9,2755.000
2017/2018,Quebec,Engineering,v62427232,6.9,2825.000
2006/2007,Quebec,Architecture and related technologies,v62427217,6.10,1838.000
2007/2008,Quebec,Architecture and related technologies,v62427217,6.10,1925.000
2008/2009,Quebec,Architecture and related technologies,v62427217,6.10,2166.000
2009/2010,Quebec,Architecture and related technologies,v62427217,6.10,2361.000
2010/2011,Quebec,Architecture and related technologies,v62427217,6.10,2469.000
2011/2012,Quebec,Architecture and related technologies,v62427217,6.10,2580.000
2012/2013,Quebec,Architecture and related technologies,v62427217,6.10,2541.000
2013/2014,Quebec,Architecture and related technologies,v62427217,6.10,2643.000
2014/2015,Quebec,Architecture and related technologies,v62427217,6.10,2683.000
2015/2016,Quebec,Architecture and related technologies,v62427217,6.10,2787.000
2016/2017,Quebec,Architecture and related technologies,v62427217,6.10,2840.000
2017/2018,Quebec,Architecture and related technologies,v62427217,6.10,2910.000
2006/2007,Quebec,"Agriculture, natural resources and conservation",v62427218,6.11,1986.000
2007/2008,Quebec,"Agriculture, natural resources and conservation",v62427218,6.11,2096.000
2008/2009,Quebec,"Agriculture, natural resources and conservation",v62427218,6.11,2255.000
2009/2010,Quebec,"Agriculture, natural resources and conservation",v62427218,6.11,2424.000
2010/2011,Quebec,"Agriculture, natural resources and conservation",v62427218,6.11,2533.000
2011/2012,Quebec,"Agriculture, natural resources and conservation",v62427218,6.11,2644.000
2012/2013,Quebec,"Agriculture, natural resources and conservation",v62427218,6.11,2775.000
2013/2014,Quebec,"Agriculture, natural resources and conservation",v62427218,6.11,2874.000
2014/2015,Quebec,"Agriculture, natural resources and conservation",v62427218,6.11,2950.000
2015/2016,Quebec,"Agriculture, natural resources and conservation",v62427218,6.11,2990.000
2016/2017,Quebec,"Agriculture, natural resources and conservation",v62427218,6.11,2708.000
2017/2018,Quebec,"Agriculture, natural resources and conservation",v62427218,6.11,2780.000
2007/2008,Quebec,Dentistry,v62427219,6.12,2735.000
2008/2009,Quebec,Dentistry,v62427219,6.12,2968.000
2009/2010,Quebec,Dentistry,v62427219,6.12,2986.000
2010/2011,Quebec,Dentistry,v62427219,6.12,3112.000
2011/2012,Quebec,Dentistry,v62427219,6.12,3185.000
2012/2013,Quebec,Dentistry,v62427219,6.12,3064.000
2013/2014,Quebec,Dentistry,v62427219,6.12,3117.000
2014/2015,Quebec,Dentistry,v62427219,6.12,3235.000
2015/2016,Quebec,Dentistry,v62427219,6.12,3345.000
2016/2017,Quebec,Dentistry,v62427219,6.12,3596.000
2017/2018,Quebec,Dentistry,v62427219,6.12,3683.000
2006/2007,Quebec,Medicine,v62427220,6.13,2523.000
2007/2008,Quebec,Medicine,v62427220,6.13,2203.000
2008/2009,Quebec,Medicine,v62427220,6.13,2362.000
2009/2010,Quebec,Medicine,v62427220,6.13,2501.000
2010/2011,Quebec,Medicine,v62427220,6.13,2613.000
2011/2012,Quebec,Medicine,v62427220,6.13,2717.000
2012/2013,Quebec,Medicine,v62427220,6.13,2762.000
2013/2014,Quebec,Medicine,v62427220,6.13,2813.000
2014/2015,Quebec,Medicine,v62427220,6.13,2873.000
2015/2016,Quebec,Medicine,v62427220,6.13,2936.000
2016/2017,Quebec,Medicine,v62427220,6.13,2675.000
2017/2018,Quebec,Medicine,v62427220,6.13,2742.000
2007/2008,Quebec,Nursing,v62427221,6.14,1822.000
2008/2009,Quebec,Nursing,v62427221,6.14,1936.000
2009/2010,Quebec,Nursing,v62427221,6.14,2081.000
2010/2011,Quebec,Nursing,v62427221,6.14,2183.000
2011/2012,Quebec,Nursing,v62427221,6.14,2285.000
2012/2013,Quebec,Nursing,v62427221,6.14,2309.000
2013/2014,Quebec,Nursing,v62427221,6.14,2367.000
2014/2015,Quebec,Nursing,v62427221,6.14,2424.000
2015/2016,Quebec,Nursing,v62427221,6.14,2504.000
2016/2017,Quebec,Nursing,v62427221,6.14,2548.000
2017/2018,Quebec,Nursing,v62427221,6.14,2613.000
2007/2008,Quebec,Pharmacy,v62427222,6.15,1903.000
2008/2009,Quebec,Pharmacy,v62427222,6.15,1984.000
2009/2010,Quebec,Pharmacy,v62427222,6.15,2079.000
2010/2011,Quebec,Pharmacy,v62427222,6.15,2181.000
2011/2012,Quebec,Pharmacy,v62427222,6.15,2283.000
2012/2013,Quebec,Pharmacy,v62427222,6.15,2278.000
2013/2014,Quebec,Pharmacy,v62427222,6.15,2336.000
2014/2015,Quebec,Pharmacy,v62427222,6.15,2379.000
2015/2016,Quebec,Pharmacy,v62427222,6.15,2453.000
2016/2017,Quebec,Pharmacy,v62427222,6.15,2489.000
2017/2018,Quebec,Pharmacy,v62427222,6.15,2550.000
2007/2008,Quebec,Veterinary medicine,v62427223,6.16,1905.000
2008/2009,Quebec,Veterinary medicine,v62427223,6.16,1977.000
2009/2010,Quebec,Veterinary medicine,v62427223,6.16,2062.000
2010/2011,Quebec,Veterinary medicine,v62427223,6.16,2164.000
2011/2012,Quebec,Veterinary medicine,v62427223,6.16,2266.000
2012/2013,Quebec,Veterinary medicine,v62427223,6.16,2249.000
2013/2014,Quebec,Veterinary medicine,v62427223,6.16,2300.000
2014/2015,Quebec,Veterinary medicine,v62427223,6.16,2345.000
2015/2016,Quebec,Veterinary medicine,v62427223,6.16,2419.000
2016/2017,Quebec,Veterinary medicine,v62427223,6.16,2481.000
2017/2018,Quebec,Veterinary medicine,v62427223,6.16,2536.000
2006/2007,Quebec,"Other health, parks, recreation and fitness",v62427224,6.17,1903.000
2007/2008,Quebec,"Other health, parks, recreation and fitness",v62427224,6.17,2201.000
2008/2009,Quebec,"Other health, parks, recreation and fitness",v62427224,6.17,2343.000
2009/2010,Quebec,"Other health, parks, recreation and fitness",v62427224,6.17,2444.000
2010/2011,Quebec,"Other health, parks, recreation and fitness",v62427224,6.17,2553.000
2011/2012,Quebec,"Other health, parks, recreation and fitness",v62427224,6.17,2668.000
2012/2013,Quebec,"Other health, parks, recreation and fitness",v62427224,6.17,2618.000
2013/2014,Quebec,"Other health, parks, recreation and fitness",v62427224,6.17,2725.000
2014/2015,Quebec,"Other health, parks, recreation and fitness",v62427224,6.17,2808.000
2015/2016,Quebec,"Other health, parks, recreation and fitness",v62427224,6.17,2876.000
2016/2017,Quebec,"Other health, parks, recreation and fitness",v62427224,6.17,2883.000
2017/2018,Quebec,"Other health, parks, recreation and fitness",v62427224,6.17,2956.000
2014/2014,Quebec,"Personal, protective and transportation services",v114648201,6.18,..
2015/2015,Quebec,"Personal, protective and transportation services",v114648201,6.18,..
2016/2017,Quebec,"Personal, protective and transportation services",v114648201,6.18,2340.000
2017/2018,Quebec,"Personal, protective and transportation services",v114648201,6.18,2391.000
2006/2007,Ontario,Education,v62427233,7.1,4550.000
2007/2008,Ontario,Education,v62427233,7.1,4936.000
2008/2009,Ontario,Education,v62427233,7.1,5130.000
2009/2010,Ontario,Education,v62427233,7.1,5273.000
2010/2011,Ontario,Education,v62427233,7.1,5533.000
2011/2012,Ontario,Education,v62427233,7.1,5655.000
2012/2013,Ontario,Education,v62427233,7.1,6096.000
2013/2014,Ontario,Education,v62427233,7.1,6278.000
2014/2015,Ontario,Education,v62427233,7.1,6481.000
2015/2016,Ontario,Education,v62427233,7.1,6658.000
2016/2017,Ontario,Education,v62427233,7.1,6695.000
2017/2018,Ontario,Education,v62427233,7.1,6874.000
2006/2007,Ontario,"Visual and performing arts, and communications technologies",v62427242,7.2,4674.000
2007/2008,Ontario,"Visual and performing arts, and communications technologies",v62427242,7.2,4896.000
2008/2009,Ontario,"Visual and performing arts, and communications technologies",v62427242,7.2,5180.000
2009/2010,Ontario,"Visual and performing arts, and communications technologies",v62427242,7.2,5401.000
2010/2011,Ontario,"Visual and performing arts, and communications technologies",v62427242,7.2,5689.000
2011/2012,Ontario,"Visual and performing arts, and communications technologies",v62427242,7.2,5594.000
2012/2013,Ontario,"Visual and performing arts, and communications technologies",v62427242,7.2,6032.000
2013/2014,Ontario,"Visual and performing arts, and communications technologies",v62427242,7.2,6216.000
2014/2015,Ontario,"Visual and performing arts, and communications technologies",v62427242,7.2,6276.000
2015/2016,Ontario,"Visual and performing arts, and communications technologies",v62427242,7.2,6529.000
2016/2017,Ontario,"Visual and performing arts, and communications technologies",v62427242,7.2,6771.000
2017/2018,Ontario,"Visual and performing arts, and communications technologies",v62427242,7.2,6990.000
2006/2007,Ontario,Humanities,v62427243,7.3,4431.000
2007/2008,Ontario,Humanities,v62427243,7.3,4616.000
2008/2009,Ontario,Humanities,v62427243,7.3,4775.000
2009/2010,Ontario,Humanities,v62427243,7.3,4986.000
2010/2011,Ontario,Humanities,v62427243,7.3,5209.000
2011/2012,Ontario,Humanities,v62427243,7.3,5448.000
2012/2013,Ontario,Humanities,v62427243,7.3,5688.000
2013/2014,Ontario,Humanities,v62427243,7.3,5865.000
2014/2015,Ontario,Humanities,v62427243,7.3,6048.000
2015/2016,Ontario,Humanities,v62427243,7.3,6234.000
2016/2017,Ontario,Humanities,v62427243,7.3,6422.000
2017/2018,Ontario,Humanities,v62427243,7.3,6606.000
